pkg_name,app_name,developer,star,review,download,rating,update_date,description,app_type,size,engines,vt_5,vt_detection,sha
com.cheatmastertim.timapps,,,,,,,,,,12218677,android.malware.general (score:8) adware ( 005321b21 ),8.0,"[8.0, 6.0]",21FD3EEB9407F8D9EF6011059EE57EA7AB3C03400E7132C321BA801B1CFF7361
com.aia.policesuitladybindu,Police Photo Suit – Girl Photo,Alternative Indian Apps,,,100K+,Everyone,"Oct 31, 2020","Police Photo Suit – Girl photo editor is lady police photo suit photo editor app with Cap, Glasses, Indian Flag along with option to change background images of your photo. Using this Lady Police photo Suit photo editor app you can change your old photos to a new image and also change the background and apply various photo effect on your old photo. This app is helpful to make beautiful status images and dp images. Use this girl photo editor – lady police photo suit app and share it with friends and relatives. Do rate this app and leave your comments.1.       Just download and install this girl photo editor – lady police photo suit app2.       Crop the photo or cut paste photo on different background3.       Apply background to your photo4.       Add police suit to your photo5.       You can also add cap, glasses and flag on photo6.       Save it and use itDisclaimer:1.       All images including site icon, banner and preview screen may not match with real output of the app.2.       The graphics used in this app are free from copy rights and if you have any objection then please mail us3.       The graphics used for screen shot are purely to show you the output of the app",Photography,8591818,,0.0,"[0.0, 0.0]",03CABC9C69CE438A33CB69BC475019A1682FF3FB6E6CB053891066077C8D2CC9
com.lomolsoft.net.entrtranslation,Turkish English Translation,lomol translator,,,1K+,Everyone,"May 6, 2023","English-Turkish translation is a fast translation of English and Turkish online, a good helper for tourism exchangeThe main function:1. Turkish English online fast translation2. Provide online voice broadcast in Turkish English3. Support voice input4. Automatically save history5. Provide collection functionmain feature:1. Translation is fast and accurate2. Easy and fast operation3. The interface is simple and easy to useIn the process of use, if you encounter problems or suggestions, you can contact us by email or submit an evaluation at the same time in the market.If you need translation software in other languages, you can also ask us. Every feedback from users is the source of our progress.Thank you!",Books & Reference,5340560,trojan.ewind.android.95 android.malware.general (score:9) trojan ( 0053576b1 ) androidos/trojan.eina-5 a variant of android/packed.jiagu.d potentially unsafe android.resharer.n riskware/jiagu!android,7.0,[7.0],3AA11E8796B8721CCBD0192FEAD97F00BF5744199E7174021A6F5C577C83F111
com.appstarstudios.media.music.musicplayer.audioplayer,Music Player: MP3 Audio Player,AppStar Studios,3.9star,15.6K reviews,1M+,Everyone,"Sep 7, 2023","Introducing our Offline Music Player app - the ultimate companion for all your music needs! Enjoy your favorite tunes anytime, anywhere, without the need for an internet connection. With a sleek and intuitive interface, powerful features, and support for a wide range of audio formats, our app is designed to elevate your music streaming and listening experience to new heights with Music Player app.🎵 Seamless Offline Playback: Listen to your music library without worrying about internet connectivity using our offline media player. Our app allows you to enjoy your favorite songs offline, whether you're traveling, working out, or simply relaxing take advantage of our offline music streaming, music app. Take your music with you wherever you go and never miss a beat with our Offline Audio Player app.🔍 Advanced Search and Sorting: Find your desired tracks with ease using our advanced search and sorting options and play offline songs. Quickly locate songs, albums, artists, or genres, and create customized playlists to suit your mood or occasion. Our app's powerful search capabilities ensure that your music collection is always at your fingertips for Offline Music Streaming.🎧 High-Quality Audio: Immerse yourself in crystal-clear sound with our app's support for high-quality audio formats. Experience your music in its full glory, with rich tones and immersive details that bring your favorite tracks to life. Feel the rhythm and enjoy a premium audio experience, even when offline.🎚️ Customizable Equalizer: Fine-tune your audio to perfection with our app's customizable equalizer. Adjust the sound parameters to suit your preferences, enhance bass, optimize treble, and create a personalized listening experience. Elevate your music to new heights by finding the perfect balance that suits your ears.📁 Organized Library Management: Keep your music library organized and easily accessible. Our app automatically scans and organizes your offline music collection, displaying songs, albums, artists, and playlists in a user-friendly interface. Spend less time searching and more time enjoying your favorite tracks.🔒 Privacy and Security: Rest assured knowing that your personal music collection remains secure and private. Our app does not require any intrusive permissions or access to your personal data, ensuring a worry-free listening experience.📚 Audiobooks and Podcasts: It's not just about music. Our app supports audiobooks and podcasts, making it your all-in-one audio companion.Take control of your music and elevate your listening experience with our Offline Music Player app. Enjoy your favorite tracks offline, explore a vast library of songs, and customize your audio settings to suit your taste. Download now and unlock a world of offline music enjoyment right at your fingertips!Best Music Player app with Music library, music playlist, music Equalizer to enhance your offline audio player experience.  It's a Best Music Player for offline music streaming and it's a free music player. Play offline songs using this audio player, MP3 Player. Downloaded Music Player to listen local music with offline media player, offline MP3 player. It's a best offline music player for android. Enjoy listening music using best music app and local music player. It has music player with equalizer for high quality music. It's best no internet music player.Note: An offline player plays downloaded audio files; it is not an online player. We welcome your suggestions and feedback at interacttiveappstudios@gmail.comFollow us on social media for up-to-date updates and for future developments.Facebook: 	www.facebook.com/MusicPlayerOfflineTwitter:	        www.twitter.com/MusicPlayer_1LinkedIn:    	www.linkedin.com/in/music-player-mp3Pinterest: 	www.pinterest.com/musicplayerappofflineInstagram: 	www.instagram.com/musicplayerapp.offline?igshid=1jevkr4pt3trdWebsite: 	www.musicplayer.interactiveappstudios.com/",Music & Audio,17347169,,1.0,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",847AE5582E2786B9F41733C3B627AC36DBE9E63C6EE2A3E42A9A443FC7712707
com.lomolsoft.language.learnromanian,Learn Romanian | Romanian Tran,lomol language,,,10K+,Everyone,"Feb 15, 2023","""Learn Romanian"" to quickly learn Romanian daily vocabulary and daily phrases, simple and practical, let you easily communicate with foreigners""Learn Romanian"" is a good help to improve Romanian speaking and Romanian listening.The main function:1. Learn Romanian vocabulary, including dozens of vocabulary learning, real human pronunciation, clear and easy to learn2. Learn Romanian phrases, including dozens of categories of phrase learning, real human pronunciation, clear and easy to learn3. Support recording function, convenient for users to compare learning, To improve Romanian speaking and Romanian listening4. Support list and card display methods for learning5. Provide simulation test function, convenient for users to carry out staged self-test6. Support online translation function, this function is mainly for translation between source language and Romanian7. Support for the collection functionSoftware introduction:1. A Romanian vocabulary learning software   Learn Romanian vocabulary is so easy2. A Romanian phrase Learn software   Learn Romanian phrases is so easy3. A Romanian translation software   Support Romanian online translation, most languages support online pronunciation functionIf you encounter any software related problems during use, please contact us (you can email us via email)In the follow-up, we will continue to develop related software in other languages according to the needs, so that everyone can communicate and learn in daily life, so stay tuned!",Education,65790172,a variant of android/packed.jiagu.d potentially unsafe backdoor.java.zyx.uselvfq21 trojan.ewind.android.893 backdoor.java.zyx.uselvfq21 program:androidos/multiverze trojan.etecer.bvqfhy.8 riskware/packaginguntrustworthyjiagu!android,7.0,[7.0],A312F654D4E819FB1BA849D81F9D81F2AB478E24D3DFFBAFF4F9240A786DD547
com.wsa_7694937,,,,,,,,,,34783806,trojan ( 0053c8571 ) adlibrary:generisk artemis!trojan adware/andr.agent.fna.gen trojan/generic.asmalwad.1f trojan.androidos.fakeapp,6.0,[6.0],A0D0F4F5361C60B44231F4E3C8BF21F55B6848C0476FD613070FEC8F96116CD8
com.lomolsoft.language.learnfinnish,Learn Finnish | Finnish Transl,lomol language,,,5K+,Everyone,"Feb 14, 2023","""Learn Finnish"" to quickly learn Finnish daily vocabulary and daily phrases, simple and practical, let you easily communicate with foreigners""Learn Finnish"" is a good help to improve Finnish speaking and Finnish listening.The main function:1. Learn Finnish vocabulary, including dozens of vocabulary learning, real human pronunciation, clear and easy to learn2. Learn Finnish phrases, including dozens of categories of phrase learning, real human pronunciation, clear and easy to learn3. Support recording function, convenient for users to compare learning, To improve Finnish speaking and Finnish listening4. Support list and card display methods for learning5. Provide simulation test function, convenient for users to carry out staged self-test6. Support online translation function, this function is mainly for translation between source language and Finnish7. Support for the collection functionSoftware introduction:1. A Finnish vocabulary learning software   Learn Finnish vocabulary, Learn Finnish vocabulary is so easy2. A Finnish phrase Learn software   Learn Finnish phrase, Learn Finnish phrases is so easy3. A Finnish translation software   Support Finnish online translation, most languages support online pronunciation functionmain feature:1. Easy to use, easy and fast2. The interface is beautiful and generous3. Offline LearnIf you encounter any software related problems during use, please contact us (you can email us via email)In the follow-up, we will continue to develop related software in other languages according to the needs, so that everyone can communicate and learn in daily life, so stay tuned!",Education,42499846,androidos/trojan.xljb-5 apprisk:generisk a variant of android/packed.jiagu.d potentially unsafe android.win32.robtes.dc riskware/packaginguntrustworthyjiagu!android,5.0,[5.0],1B544AC8218C625C19B61660EBC688AAC926B319FFFCE931A20EE390873B4F71
com.lomolsoft.language.learnkorean,Learn Korean | Korean Translat,lomol language,4.8star,1.28K reviews,100K+,Everyone,"Feb 15, 2023","""Learn Korean"" to quickly learn Korean daily vocabulary and daily phrases, simple and practical, let you easily communicate with foreignersThe main function:1. Learn Korean vocabulary, including dozens of vocabulary learning, real human pronunciation, clear and easy to learn2. Learn Korean phrases, including dozens of categories of phrase learning, real human pronunciation, clear and easy to learn3. Support recording function, convenient for users to compare learning4. Support list and card display methods for learning5. Provide simulation test function, convenient for users to carry out staged self-test6. Support online translation function, this function is mainly for translation between source language and Korean7. Support for the collection functionSoftware introduction:1. A Korean vocabulary learning software2. A Korean phrase Learn software3. A Korean translation software   Support Korean online translation, most languages support online pronunciation functionmain feature:1. Easy to use, easy and fast2. The interface is beautiful and generous3. Offline LearnIf you encounter any software related problems during use, please contact us (you can email us via email)In the follow-up, we will continue to develop related software in other languages according to the needs, so that everyone can communicate and learn in daily life, so stay tuned!",Education,74330640,elf.trojan.a1679081 androidos/trojan.xljb-5 a variant of android/packed.jiagu.d potentially unsafe program:androidos/multiverze trojan.etecer.bv4dkr.37 pua.androidos.jiagu riskware/packaginguntrustworthyjiagu!android,7.0,[7.0],8C62844A3802A8B5EA019D90ECB535FCD81E388DB09F4CDD13B60BA2789559F9
com.lomolsoft.language.learnamharic,Learn Amharic | Amharic Transl,lomol language,4.5star,544 reviews,50K+,Everyone,"Feb 14, 2023","""Learn Amharic"" to quickly learn Amharic daily vocabulary and daily phrases, simple and practical, let you easily communicate with foreigners""Learn Amharic"" is a good help to improve Amharic speaking and Amharic listening.The main function:1. Learn Amharic vocabulary, including dozens of vocabulary learning, real human pronunciation, clear and easy to learn2. Learn Amharic phrases, including dozens of categories of phrase learning, real human pronunciation, clear and easy to learn3. Support recording function, convenient for users to compare learning, To improve Amharic speaking and Amharic listening4. Support list and card display methods for learning5. Provide simulation test function, convenient for users to carry out staged self-test6. Support online translation function, this function is mainly for translation between source language and Amharic7. Support for the collection functionSoftware introduction:1. A Amharic vocabulary learning software   Learn Amharic vocabulary is so easy2. A Amharic phrase Learn software   Learn Amharic phrases is so easy3. A Amharic translation software   Support Amharic online translation, most languages support online pronunciation functionIf you encounter any software related problems during use, please contact us (you can email us via email)In the follow-up, we will continue to develop related software in other languages according to the needs, so that everyone can communicate and learn in daily life, so stay tuned!",Education,45181244,elf.trojan.a1679081 androidos/trojan.xljb-5 a variant of android/packed.jiagu.d potentially unsafe trojan.etecer.bv4dkr.37 android.win32.robtes.dc riskware/packaginguntrustworthyjiagu!android,6.0,[6.0],C07B41EB38A4AA087A9B2883AA8F3679C035441AD4470F2A23E2210CB29E2E50
com.lomolsoft.language.learnfrench,Learn French | French Translat,lomol language,,,5K+,Everyone,"Feb 14, 2023","""Learn French"" to quickly learn French daily vocabulary and daily phrases, simple and practical, let you easily communicate with foreigners""Learn French"" is a good help to improve French speaking and French listening.The main function:1. Learn French vocabulary, including dozens of vocabulary learning, real human pronunciation, clear and easy to learn2. Learn French phrases, including dozens of categories of phrase learning, real human pronunciation, clear and easy to learn3. Support recording function, convenient for users to compare learning, To improve French speaking and French listening4. Support list and card display methods for learning5. Provide simulation test function, convenient for users to carry out staged self-test6. Support online translation function, this function is mainly for translation between source language and French7. Support for the collection functionSoftware introduction:1. A French vocabulary learning software   Learn French vocabulary, Learn French vocabulary is so easy2. A French phrase Learn software   Learn French phrase, Learn French phrases is so easy3. A French translation software   Support French online translation, most languages support online pronunciation functionmain feature:1. Easy to use, easy and fast2. The interface is beautiful and generous3. Offline LearnIf you encounter any software related problems during use, please contact us (you can email us via email)In the follow-up, we will continue to develop related software in other languages according to the needs, so that everyone can communicate and learn in daily life, so stay tuned!",Education,67307854,trojan.ewind.android.332 trojan ( 0053576b1 ) androidos/trojan.btze-1 a variant of android/packed.jiagu.d potentially unsafe trojan.generic.gwsqd program:androidos/multiverze riskware/packaginguntrustworthyjiagu!android,7.0,[7.0],5A7F12461FACA3E2A4FCA150A9BF12C70F119FD12E845D6FD8DD287B9CBE33CB
com.lomolsoft.language.learntelugu,Learn Telugu | Telugu Translat,lomol language,,,5K+,Everyone,"Feb 15, 2023","""Learn Telugu"" to quickly learn Telugu daily vocabulary and daily phrases, simple and practical, let you easily communicate with foreigners""Learn Telugu"" is a good help to improve Telugu speaking and Telugu listening.The main function:1. Learn Telugu vocabulary, including dozens of vocabulary learning, real human pronunciation, clear and easy to learn2. Learn Telugu phrases, including dozens of categories of phrase learning, real human pronunciation, clear and easy to learn3. Support recording function, convenient for users to compare learning, To improve Telugu speaking and Telugu listening4. Support list and card display methods for learning5. Provide simulation test function, convenient for users to carry out staged self-test6. Support online translation function, this function is mainly for translation between source language and Telugu7. Support for the collection functionSoftware introduction:1. A Telugu vocabulary learning software   Learn Telugu vocabulary, Learn Telugu vocabulary is so easy2. A Telugu phrase Learn software   Learn Telugu phrase, Learn Telugu phrases is so easy3. A Telugu translation software   Support Telugu online translation, most languages support online pronunciation functionmain feature:1. Easy to use, easy and fast2. The interface is beautiful and generous3. Offline LearnIf you encounter any software related problems during use, please contact us (you can email us via email)In the follow-up, we will continue to develop related software in other languages according to the needs, so that everyone can communicate and learn in daily life, so stay tuned!",Education,43359277,trojan ( 0053576b1 ) androidos/trojan.btze-1 a variant of android/packed.jiagu.d potentially unsafe trojan.ewind.android.332 pua.androidos.jiagu trojan.generic.gwsqd riskware/packaginguntrustworthyjiagu!android,7.0,[7.0],2F019A2E3DC7F16AA213B26932AB0A8087E6E70646F9B351EDC3045EE814ACFB
com.lomolsoft.language.learnrussian,Learn Russian | Russian Transl,lomol language,,,10K+,Everyone,"Feb 15, 2023","""Learn Russian"" to quickly learn Russian daily vocabulary and daily phrases, simple and practical, let you easily communicate with foreigners""Learn Russian"" is a good help to improve Russian speaking and Russian listening.The main function:1. Learn Russian vocabulary, including dozens of vocabulary learning, real human pronunciation, clear and easy to learn2. Learn Russian phrases, including dozens of categories of phrase learning, real human pronunciation, clear and easy to learn3. Support recording function, convenient for users to compare learning, To improve Russian speaking and Russian listening4. Support list and card display methods for learning5. Provide simulation test function, convenient for users to carry out staged self-test6. Support online translation function, this function is mainly for translation between source language and Russian7. Support for the collection functionSoftware introduction:1. A Russian vocabulary learning software   Learn Russian vocabulary is so easy2. A Russian phrase Learn software   Learn Russian phrases is so easy3. A Russian translation software   Support Russian online translation, most languages support online pronunciation functionmain feature:1. Easy to use, easy and fast2. The interface is beautiful and generous3. Offline LearnIf you encounter any software related problems during use, please contact us (you can email us via email)In the follow-up, we will continue to develop related software in other languages according to the needs, so that everyone can communicate and learn in daily life, so stay tuned!",Education,69570367,elf.trojan.a3184698 androidos/trojan.xljb-5 adlibrary:generisk a variant of android/packed.jiagu.d potentially unsafe pua.androidos.jiagu riskware/packaginguntrustworthyjiagu!android,6.0,[6.0],53C71932877E3683C85558EA1D4D2C30A72A347DAE8B7BAED8C6BB09A7968128
com.lomolsoft.language.learnesperanto,Learn Esperanto | Esperanto Tr,lomol language,4.3star,370 reviews,10K+,Everyone,"Feb 14, 2023","""Learn Esperanto"" to quickly learn Esperanto daily vocabulary and daily phrases, simple and practical, let you easily communicate with foreigners""Learn Esperanto"" is a good help to improve Esperanto speaking and Esperanto listening.The main function:1. Learn Esperanto vocabulary, including dozens of vocabulary learning, real human pronunciation, clear and easy to learn2. Learn Esperanto phrases, including dozens of categories of phrase learning, real human pronunciation, clear and easy to learn3. Support recording function, convenient for users to compare learning, To improve Esperanto speaking and Esperanto listening4. Support list and card display methods for learning5. Provide simulation test function, convenient for users to carry out staged self-test6. Support online translation function, this function is mainly for translation between source language and Esperanto7. Support for the collection functionSoftware introduction:1. A Esperanto vocabulary learning software   Learn Esperanto vocabulary, Learn Esperanto vocabulary is so easy2. A Esperanto phrase Learn software   Learn Esperanto phrase, Learn Esperanto phrases is so easy3. A Esperanto translation software   Support Esperanto online translation, most languages support online pronunciation functionIf you encounter any software related problems during use, please contact us (you can email us via email)In the follow-up, we will continue to develop related software in other languages according to the needs, so that everyone can communicate and learn in daily life, so stay tuned!",Education,43006524,trojan ( 00581e471 ) a variant of android/packed.jiagu.d potentially unsafe trojan.etecer.bx3axd.5 pua.androidos.jiagu riskware/packaginguntrustworthyjiagu!android,5.0,[5.0],F9FD984096DAE8BADDB7D68829ECDE8BFCE6FAB634547DE7CA42EF16F227DA52
amharic.accap3guide,,,,,,,,,,7791095,,0.0,[0.0],FF295BBCD0824E1799124EFF6581B87331EE1E14AE3C9F326D24998D33195C45
com.vs.appmarket.bahrain,Bahraini apps and games,EC Apps and News,,,100+,Everyone 10+,"May 17, 2023","Apps for Android specific to Bahrain or some of the Bahraini cities like Manama, Riffa, Muharraq ...Fast, beautiful, easy to use and up to date. Find best applications and games for Bahrain. You can find best local apps in a seconds instead of digging through ~1.500.000 apps.Browse top apps, new apps, apps by categories, read description, ratings, see screenshots and install apps you like the most.Data updates regularly. Our editorial team working hard to find and recommend best local apps and games.If you are developer of app/game specific to Bahrain and it isn't in our list feel free to send us app package name (google play link) and will be happy to add to in our database.Feel free to contact us if you have any problems or suggestions.",Tools,4491386,,0.0,[0.0],31DCAEA8E480BEFFB58EEF2266DB64F142936E6547915AB6DE9518E1EF3EB131
audios.superior,,,,,,,,,,5662982,,0.0,[0.0],3A0D9767B13486250B02EFF9560E4CC956C30D6053F5850B701701FB97A6C733
godbless.deliverance.prayer,Deliverance prayer from evil,Prayer Apps,4.9star,1.34K reviews,100K+,Everyone,"Oct 28, 2022","Deliverance prayer agains evil.Say this prayer if you need deliverance.This prayer takes from satan all the legal grounds to touch you.If you are having problems with demons this self deliverance prayer is your first step to get rid of them.It takes all the legal grounds off real quick that satan used to attack you from any source.     Lord Jesus Christ,  I believe you are the Son of God. And the only way to God. I believe you died on the Cross for my sins.  And rose again from the dead.  By your Blood, the Blood of the Lamb and the word of my testimony I have given all power to stand against the satan. I apply the Blood of Jesus over myself and everything surrounding me. I cover my spirit, soul and body, my mind, intellect, consciousness, sub-consciousness, thoughts, will, sences and emotions with the Blood of Jesus.  I ask Father to restore my soul and fragmented mind into wholeness in Jesus Christ.  Into the mind that is made perfect by the Blood. I proclaim that I have the mind of the Christ. Anointed.  Set free by the Anointing.   Purged with Hyssop. Purified and Sanctified by the Word of God and Justified by the Blood of Jesus. Every yoke broken by the Anointing of the Holy Ghost. I proclaim the Victory of Christ and the Power of the Cross in every area I am going to overcome with my testimony and the Blood of the Lamb.   In the name of the Lord Jesus and by the Blood of the everlasting covenant.  Now Father I ask forgiveness for every sin Holy Spirit had made me conscious.   I ask forgiveness and forgive any person, living or dead, who has ever dominated or controlled me, or harmed me in any way. I forgive and have received forgivness. In the name of Jesus Christ.  I ask for the necessary spiritual gifts and especially the gift of dicernment to break the specific demon bondages. I ask anointing of the Holy Spirit and the authority of Jesus Christ. I ask for the legions of angels covering this place for protection, bind the demons, put them under the Cross and ask Jesus to send them where ever He wants to send them.   Lord you will command Your angels concerning me to guard me in all my ways. I invoke and ask for the Power of God to be Manifested. I pray healing from the works of the demons. I am calling on the Father for His right hand save me from the snare of the devil. Guard me surrounding me with the fence of the Blood and Fire as I continue to put the enemy under authority.  In the name of Jesus Christ. And take authority over all principalities, powers, strong-men, world-rulers of darkness, kings and princes and command them to obey and I break and loose the curses and demonic powers from me now under the authority and leadership of Jesus Christ and the Holy Spirit and by the Blood of the Lamb.   I break the failure, rebellion, emotional stress and trauma, submission to ungodly cover in my life. I break the inherited curses on the both sides of my family. By the Power of the Death and Resurrection of the Christ and through the Work done in the Cross for my Salvation and Deliverance I proclaim your Word that You have given me authority to trample on snakes and scorpions and to overcome all the power of the enemy and nothing will harm me.  I break demonic or ungodly soul ties of myself and of my family.   I bind, tear down and break any demonic power with the Sword of the Spirit and the Blood of the Lamb. I use love as a weapon. I use tongues of men and angels to expel demons. I bind the dark powers in the air. ...If you are looking for more audio prayers: http://bit.ly/AudioPrayers or text prayers: http://bit.ly/Prayersbook where you can add your own text prayers.Christian T-shirts and gifts https://shop.spreadshirt.com/christian-t-shirts-and-gifts/ Christian apps http://bit.ly/prayerapps101",Books & Reference,1827011,,0.0,"[0.0, 0.0, 0.0, 0.0]",F029722061B8AB427D2D62E90A1F1908301AC0F931D0745ED36112C0D07F403E
com.appsdeveloperfree.radiosdecolombia,Radios de Colombia Online,Apps Developer AS,,,50+,Mature 17+,"Jul 13, 2023","Radios de Colombia is available free for mobile devices with smartphones.In this application you can enjoy the following radio stations:Tropicana BogotaStereo StarThe FM BogotáThe Mega BogotaKiss me FMRCN RadioTropicana CaliOlímpica Stereo - Cali 104.5 FMW RadioBLU RADIOSnail RadioOlímpica Stereo - Medellin 104.9 FMYou can use the sleep mode function to be able to turn off the application whenever you want.Remember that Radios de Colombia is online, so you need Internet access.Download it now and enjoy Radios de Colombia.",Music & Audio,7372373,,0.0,[0.0],F6B13A28120B79CD059E433D003DB3465686B27892F8A2E26681EA81D860EC19
com.Sadafmods.DuckSkinMinecraft,,,,,,,,,,8246621,,0.0,"[0.0, 0.0]",406CFA4909474E6AF151BA89CFD3640C498BDD860DC82A687F46D45FD1D522F3
com.touchmechanics.strike,Strike! Ten Pin Bowling,Touch Mechanics,4.1star,20.7K reviews,5M+,Everyone,"Aug 3, 2023","Bowl with a flick of your finger! With practice, you'll be curving the ball in to the pocket, converting the 7-10 split and even bowling the perfect game.Featuring super smooth graphics, realistic physics and perfectly balanced gameplay - You won't be able to resist bowling another ten frames of the world's favourite family sport.Play head to head against friends or take on the world with online versus play.Features• Quick, Intuitive control system - Add spin with a flick of your finger!• Full Classic 10 Pin Bowling. 1-2 Players.• Series Classic 10 Pin (3 games).• Play against other iOS and Android players around the world in versus play online.• MiniGame Taster.• 3 MiniGames available, each with 4 levels and 30 frames to challenge even the best bowlers.• Candle Pin Bowling. 1-2 Players.• Duck Pin and Rubber band Duck Pin Bowling. 1-2 Players.• Mega Lane.• Upgrade your ball with over 35 cool designs to choose from.• Over 30 Achievements to win.",Sports,53848191,,0.0,[0.0],19DFD23555D5C1EF44AFA2D36FD0D5CFF4557261CF179B2236426C3D8B8F0C6C
com.clovee.admin.nigerialibrary,Nigeria Library,Cloveebiz limited,,,5K+,Everyone,"May 5, 2021","Nigeria Library  provides the same information and content that one can receive at any large Public Libraries in Nigeria, and to provide it through the mobile app. It is one of the List of public libraries in Nigeria.Nigeria Library app goal/dream is to be 'The best library in Nigeria', in which books, education materials, information, reference materials, documents, Novels, Journals and content will be provided freely to anyone who has an app. By providing it in a format that will be both easy to use, useful and interesting, we strongly believe that we can then help in some small measure. By bringing such a library to Nigeria, and providing it to everyone regardless of race, age, creed, or religion, it is also our hope that at the end of the day we have helped in some small measure to improve the human condition. In return, we ask for your feedback and your understanding as we continue to work in updating and building this App.REGISTERYou can register easily with Facebook or with normal registration link.DOWNLOAD BOOKSYou can download unlimited list of free books and read offline (without internet)READ ONLINEYou can read unlimited list of free books online and continue later from where you stop.PUSH NOTIFICATIONGet notifications of latest books and other informationWRITE REVIEWRead and write review of any book you read",Books & Reference,33714508,,0.0,[0.0],F412D9785CB4960B616423C7488A97D26016995E629A3411149281B1F4A8DA63
com.visu.video.maker.creator,Video Maker Creator with Music,Visu Entertainment,4.0star,2.29K reviews,1M+,Everyone,"Aug 28, 2023","Video Maker With MusicThis is the best and mesmerizing video creating app that brings all the options, image slideshows, essential features, different types of musics, video editor and many more..This Video Slideshow Maker is the simple and easiest way to make, edit photos with music and graphics. This Video creator comes with a wide range of editing tools and filters to make your videos beautiful.How to make music videos: ★ Select multiple photos from gallery★ Choose square crop or original pictures★ Select Transition effects, add music★ Customize with backgrounds and frames★ Decorate with birthday,love and many more stickers★ Add text and quotations★ Click done to create videos with sounds★ Save and Share with your friends.Main Features of Video maker with song★ Its a powerful video maker and creator with sounds and music.★ Various types of transition effects for video creation.★ Over 30+ Backgrounds,Frames and Graphics.★ Creative, birthday stickers and text.★ Add Musics to the videos from app and from your device.★ Set speed of the video as fast and slow as you want.★ Create text on videos.★ Square crop or original photos to video★ Video recording professionally with time space. Please give rating and comment if you like this free application. so that we develop more free games and apps",Photography,14525976,,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",56120A6820F0BBCD298D4F1CAC207867110A8DA764B626E15ADF5C2DF0176ACF
com.descargar.radio_mexico,Radio Mexico: FM AM en Vivo,Luis Perez Apps,4.5star,888 reviews,100K+,Teen,"Jul 24, 2023","Radio Mexico am y fm is a free radio application with more than 1500 Mexican radio stations.It has a great interface, modern and easy and fast to use, Download Radio Mexico will give you the best experience when listening to Mexican news and music.With Radio Mexico for free you can listen to:- News from Mexico 24 hours a day.- Music from Mexico 100% Free- All the sports of your country, you can listen to stories of Mexican soccer, basketball, polo and many more.App Features:● Listen to the radio while you use the other apps that you have installed on your mobile.● You can listen to the stations anywhere in the world.● Use the search function to find your favorite station.● Discover the trending music in your region.● The interface is super easy to use.● You can listen to radio Mexico without headphones, the sound will come from the speakers of your mobile. Cool!● It is compatible with bluetooth headset.● Share this app with your friends.In order to continue improving our app, you can send us suggestions to our support email: luisparez195724@gmail.comAttention: Some radio stations do not broadcast 24 hours a day. For the app to work, it is necessary to have an internet data connection, 4G/3G or Wifi.",Music & Audio,12227614,,0.0,"[0.0, 0.0, 0.0]",CA0F0EB087EF9E14B1072CC2D583CD751DEB652D93C98060F53AF47F2FE42B75
stickers.mania,,,,,,,,,,9525143,,0.0,[0.0],549865E381FB2B137792892A24D8870C3AA3B6E3AE5ECACE29D421A294C9FEB4
com.weather.free.forecast.dailyweather,,,,,,,,,,29529244,,1.0,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",E61D0460180560D755E4BBABEFD70FCAC8AB70426F823361577136606D2DAD66
